observation_id,organism,antibiotic,facility,region,month,tested_isolates,resistant_isolates,resistance_rate,previous_resistance_rate,resistance_change,rolling_mean,rolling_std,trend_slope,facility_count,reporting_volume,threshold_distance,target_risk
OBS-01471,Pseudomonas aeruginosa,Meropenem,Eastside Medical Center,West District,2026-01,440,210,47.7,27.1,20.6,33.6,9.8,6.09,1,684,17.7,1
OBS-01472,Klebsiella pneumoniae,Gentamicin,University Hospital Center,East District,2026-08,65,38,58.4,44.5,13.9,47.0,7.5,4.18,8,795,23.4,1
OBS-01473,Acinetobacter baumannii,Meropenem,University Hospital Center,East District,2025-10,106,26,24.8,23.1,1.6,21.4,2.6,0.52,2,471,-0.2,1
OBS-01474,Enterococcus faecium,Meropenem,Valley Health District,East District,2026-03,186,50,26.8,24.5,2.3,26.4,3.6,0.34,1,289,-3.2,1
OBS-01475,Escherichia coli,Ceftriaxone,St. Jude General Hospital,West District,2026-07,269,146,54.4,41.0,13.4,44.8,8.1,4.26,2,909,14.4,0
OBS-01476,Staphylococcus aureus,Ceftriaxone,Valley Health District,West District,2026-02,500,134,26.8,26.6,0.2,26.1,2.4,-0.27,7,3671,-13.2,0
OBS-01477,Pseudomonas aeruginosa,Gentamicin,North Suburbs Health Zone,West District,2025-12,589,177,30.1,30.7,-0.6,31.7,2.6,0.11,8,4946,0.1,0
OBS-01478,Enterococcus faecium,Meropenem,North Suburbs Health Zone,East District,2025-12,61,25,41.6,36.7,4.9,39.0,5.2,2.47,6,637,11.6,1
OBS-01479,Staphylococcus aureus,Ampicillin,Valley Health District,Metro North,2026-04,401,173,43.2,40.5,2.8,40.6,2.0,1.1,3,1359,3.2,0
OBS-01480,Staphylococcus aureus,Ampicillin,Valley Health District,West District,2026-05,514,245,47.6,56.9,-9.3,54.7,5.6,-2.6,7,3834,7.6,0
OBS-01481,Klebsiella pneumoniae,Gentamicin,Metro West Community Clinic,Metro North,2026-01,235,125,53.0,32.4,20.6,36.6,10.2,6.99,4,1281,18.0,1
OBS-01482,Acinetobacter baumannii,Colistin,North Suburbs Health Zone,West District,2026-03,258,17,6.4,26.7,-20.3,22.6,8.5,-6.67,5,1541,-18.6,0
OBS-01483,Pseudomonas aeruginosa,Vancomycin,Metro West Community Clinic,West District,2025-10,262,68,25.8,29.0,-3.2,30.8,2.2,-0.58,4,1270,-4.2,0
OBS-01484,Staphylococcus aureus,Ceftriaxone,North Suburbs Health Zone,Metro North,2026-05,251,76,30.3,27.1,3.2,27.1,3.0,0.3,1,498,-9.7,0
OBS-01485,Enterococcus faecium,Gentamicin,Metro West Community Clinic,Metro North,2026-08,242,72,29.9,31.1,-1.2,31.6,2.0,-1.01,7,1821,-0.1,0
OBS-01486,Enterococcus faecium,Meropenem,North Suburbs Health Zone,East District,2026-07,139,1,1.0,9.7,-8.7,9.1,5.6,-2.77,1,222,-29.0,0
OBS-01487,Escherichia coli,Colistin,St. Jude General Hospital,East District,2026-03,194,76,39.1,40.5,-1.4,41.2,2.7,-0.57,4,935,-0.9,0
OBS-01488,Acinetobacter baumannii,Colistin,Metro West Community Clinic,West District,2026-05,219,98,44.8,37.7,7.0,40.2,4.8,2.53,6,1512,19.8,1
OBS-01489,Klebsiella pneumoniae,Meropenem,University Hospital Center,West District,2025-11,202,99,48.9,54.1,-5.2,54.0,2.8,-1.09,7,1751,13.9,0
OBS-01490,Pseudomonas aeruginosa,Gentamicin,University Hospital Center,Metro Central,2026-08,495,63,12.8,8.4,4.4,7.8,4.1,1.94,3,1584,-17.2,0
OBS-01491,Staphylococcus aureus,Ampicillin,North Suburbs Health Zone,West District,2025-12,411,105,25.5,20.7,4.7,23.8,3.9,1.79,1,686,-14.5,0
OBS-01492,Escherichia coli,Ampicillin,Valley Health District,East District,2026-03,418,227,54.2,30.7,23.5,33.2,9.6,8.05,2,921,14.2,1
OBS-01493,Klebsiella pneumoniae,Ciprofloxacin,Valley Health District,Metro North,2026-08,339,94,27.7,34.9,-7.2,33.7,3.8,-3.15,6,2126,-7.3,0
OBS-01494,Staphylococcus aureus,Ciprofloxacin,Metro West Community Clinic,West District,2025-12,298,155,52.1,51.2,0.9,54.4,2.0,-0.09,6,1936,12.1,0
OBS-01495,Escherichia coli,Ampicillin,Eastside Medical Center,Metro North,2025-10,353,112,31.6,37.4,-5.8,40.3,3.6,-1.96,4,1596,-8.4,0
OBS-01496,Escherichia coli,Colistin,Valley Health District,West District,2026-08,380,149,39.1,26.4,12.7,28.6,5.9,3.73,2,1092,-0.9,0
OBS-01497,Escherichia coli,Gentamicin,Metro West Community Clinic,Metro Central,2026-02,244,95,39.1,39.0,0.0,40.7,1.6,-0.95,7,1998,-0.9,1
OBS-01498,Enterococcus faecium,Colistin,Valley Health District,West District,2026-03,564,139,24.6,27.8,-3.2,27.4,4.6,-1.81,6,3651,-5.4,0
OBS-01499,Pseudomonas aeruginosa,Gentamicin,Eastside Medical Center,Metro North,2026-05,313,46,14.7,17.7,-3.0,19.2,4.1,-0.3,5,1657,-15.3,0
OBS-01500,Escherichia coli,Vancomycin,Valley Health District,East District,2026-06,63,17,26.3,29.1,-2.7,29.6,2.1,-1.02,2,241,-13.7,0
OBS-01501,Escherichia coli,Meropenem,Eastside Medical Center,Metro Central,2025-12,129,8,6.4,18.8,-12.4,18.3,7.7,-4.91,4,604,-33.6,0
OBS-01502,Acinetobacter baumannii,Ciprofloxacin,University Hospital Center,West District,2026-08,148,105,71.0,51.4,19.7,55.4,7.8,6.86,6,1251,46.0,1
OBS-01503,Enterococcus faecium,Ciprofloxacin,University Hospital Center,Metro Central,2026-09,43,4,8.5,10.8,-2.3,9.3,2.1,-0.98,2,357,-21.5,0
OBS-01504,Escherichia coli,Gentamicin,St. Jude General Hospital,West District,2026-03,527,167,31.8,42.8,-11.1,41.2,5.4,-3.9,4,2259,-8.2,0
OBS-01505,Enterococcus faecium,Meropenem,North Suburbs Health Zone,East District,2026-09,493,116,23.6,25.0,-1.4,27.1,2.7,0.08,1,637,-6.4,0
OBS-01506,Klebsiella pneumoniae,Colistin,University Hospital Center,Metro North,2026-09,117,63,53.6,30.6,23.0,36.4,9.4,8.04,2,380,18.6,1
OBS-01507,Klebsiella pneumoniae,Ampicillin,Valley Health District,East District,2026-07,558,151,27.1,34.1,-7.0,34.5,4.1,-2.64,7,4283,-7.9,0
OBS-01508,Pseudomonas aeruginosa,Gentamicin,University Hospital Center,Metro Central,2026-08,328,3,1.0,22.7,-21.7,16.8,9.0,-7.71,5,1772,-29.0,0
OBS-01509,Enterococcus faecium,Ciprofloxacin,Metro West Community Clinic,West District,2025-11,52,28,53.9,40.9,13.0,46.4,6.7,4.29,8,811,23.9,1
OBS-01510,Pseudomonas aeruginosa,Gentamicin,Valley Health District,Metro Central,2026-07,366,90,24.5,21.9,2.6,24.2,3.8,0.11,5,2110,-5.5,0
OBS-01511,Pseudomonas aeruginosa,Ampicillin,Eastside Medical Center,West District,2026-03,273,132,48.4,34.5,13.9,35.8,6.5,4.76,4,1442,18.4,1
OBS-01512,Staphylococcus aureus,Colistin,North Suburbs Health Zone,West District,2026-05,196,56,28.4,25.7,2.8,24.8,4.3,1.94,8,1690,-11.6,0
OBS-01513,Escherichia coli,Vancomycin,University Hospital Center,East District,2026-04,449,289,64.4,45.9,18.5,49.2,8.9,5.36,3,1584,24.4,1
OBS-01514,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,Metro North,2026-01,56,32,57.6,58.9,-1.3,58.3,3.9,-0.09,2,362,22.6,0
OBS-01515,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,West District,2025-12,324,252,77.7,55.8,21.9,57.9,11.0,7.63,5,1786,42.7,1
OBS-01516,Staphylococcus aureus,Vancomycin,University Hospital Center,West District,2026-08,401,157,39.2,19.9,19.3,25.0,9.0,6.14,1,505,-0.8,1
OBS-01517,Pseudomonas aeruginosa,Meropenem,University Hospital Center,West District,2026-01,542,103,19.1,14.8,4.2,19.2,3.4,1.25,7,3850,-10.9,0
OBS-01518,Pseudomonas aeruginosa,Gentamicin,Eastside Medical Center,West District,2026-07,172,68,39.4,38.9,0.5,36.4,2.1,-0.27,2,665,9.4,0
OBS-01519,Enterococcus faecium,Vancomycin,University Hospital Center,East District,2026-07,104,27,26.1,33.9,-7.8,32.0,3.9,-1.35,8,891,-3.9,0
OBS-01520,Klebsiella pneumoniae,Colistin,Valley Health District,Metro North,2026-03,327,83,25.3,25.2,0.1,27.6,1.9,0.46,8,2950,-9.7,0
OBS-01521,Enterococcus faecium,Meropenem,University Hospital Center,East District,2026-08,282,84,29.7,27.0,2.7,26.6,4.3,1.41,4,1305,-0.3,0
OBS-01522,Escherichia coli,Colistin,Metro West Community Clinic,Metro Central,2026-04,369,132,35.8,34.5,1.2,34.0,2.0,0.09,3,1198,-4.2,0
OBS-01523,Enterococcus faecium,Colistin,St. Jude General Hospital,West District,2026-04,322,94,29.2,30.5,-1.4,29.0,1.9,-0.72,4,1411,-0.8,0
OBS-01524,Staphylococcus aureus,Meropenem,University Hospital Center,Metro Central,2026-03,534,243,45.6,33.5,12.1,38.0,6.2,3.66,6,3541,5.6,1
OBS-01525,Pseudomonas aeruginosa,Ceftriaxone,Metro West Community Clinic,Metro North,2026-08,163,45,27.6,23.2,4.4,25.6,4.3,1.75,4,853,-2.4,0
OBS-01526,Klebsiella pneumoniae,Ceftriaxone,Metro West Community Clinic,East District,2026-01,473,265,56.1,56.2,-0.1,57.2,2.5,0.27,7,3366,21.1,0
OBS-01527,Pseudomonas aeruginosa,Ciprofloxacin,St. Jude General Hospital,West District,2025-11,516,128,24.9,24.7,0.2,23.5,2.7,0.22,6,3221,-5.1,0
OBS-01528,Klebsiella pneumoniae,Ceftriaxone,North Suburbs Health Zone,East District,2025-11,506,386,76.3,51.6,24.7,56.1,10.3,8.21,5,2721,41.3,1
OBS-01529,Acinetobacter baumannii,Meropenem,Eastside Medical Center,Metro Central,2025-11,374,177,47.2,46.7,0.5,47.1,2.4,-0.17,1,706,22.2,0
OBS-01530,Enterococcus faecium,Ampicillin,Metro West Community Clinic,Metro Central,2026-08,371,200,53.8,28.8,25.0,33.4,10.6,8.23,7,2849,23.8,1
OBS-01531,Enterococcus faecium,Colistin,Eastside Medical Center,Metro Central,2026-06,175,17,9.6,31.9,-22.3,25.9,11.1,-7.46,1,479,-20.4,0
OBS-01532,Acinetobacter baumannii,Meropenem,Valley Health District,Metro North,2025-11,405,292,72.0,54.9,17.1,57.8,6.8,5.7,6,2653,47.0,1
OBS-01533,Staphylococcus aureus,Ceftriaxone,St. Jude General Hospital,West District,2026-08,198,30,15.0,18.6,-3.6,19.8,3.9,-0.77,7,1716,-25.0,0
OBS-01534,Staphylococcus aureus,Meropenem,St. Jude General Hospital,East District,2026-01,97,44,45.8,42.6,3.2,43.2,3.2,0.51,4,768,5.8,1
OBS-01535,Enterococcus faecium,Vancomycin,Valley Health District,Metro North,2026-05,83,19,22.8,23.2,-0.3,23.0,2.6,-0.43,1,245,-7.2,0
OBS-01536,Klebsiella pneumoniae,Ceftriaxone,Eastside Medical Center,East District,2026-04,59,15,25.1,27.4,-2.3,28.6,2.3,-0.57,7,724,-9.9,0
OBS-01537,Enterococcus faecium,Gentamicin,Valley Health District,West District,2026-06,81,16,20.0,20.2,-0.3,18.6,2.3,0.31,2,314,-10.0,0
OBS-01538,Acinetobacter baumannii,Ampicillin,St. Jude General Hospital,East District,2026-09,416,203,48.9,52.4,-3.5,50.2,2.4,-1.57,2,1142,23.9,0
OBS-01539,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,Metro Central,2026-08,312,107,34.3,26.8,7.5,28.8,4.5,2.13,5,1894,-0.7,0
OBS-01540,Klebsiella pneumoniae,Vancomycin,Metro West Community Clinic,East District,2026-03,374,194,51.9,50.4,1.4,48.0,1.4,0.41,4,1679,16.9,0
OBS-01541,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,West District,2026-01,155,33,21.2,20.7,0.5,21.1,1.2,0.36,3,536,-18.8,0
OBS-01542,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,East District,2026-09,350,173,49.4,45.1,4.3,46.6,3.4,1.46,4,1634,14.4,1
OBS-01543,Klebsiella pneumoniae,Ceftriaxone,Eastside Medical Center,Metro North,2026-06,357,104,29.2,22.7,6.4,27.4,4.6,2.23,1,413,-5.8,0
OBS-01544,Pseudomonas aeruginosa,Meropenem,North Suburbs Health Zone,West District,2026-09,508,140,27.5,27.4,0.1,24.8,3.1,0.7,6,3298,-2.5,0
OBS-01545,Staphylococcus aureus,Ampicillin,Metro West Community Clinic,East District,2026-08,119,20,16.5,30.4,-13.9,28.9,6.1,-5.0,4,841,-23.5,1
OBS-01546,Escherichia coli,Vancomycin,St. Jude General Hospital,East District,2025-10,495,94,19.0,21.6,-2.7,23.1,2.7,-1.28,5,2720,-21.0,0
OBS-01547,Escherichia coli,Ciprofloxacin,Eastside Medical Center,Metro North,2026-08,473,227,47.9,24.7,23.3,29.5,10.0,8.29,4,2132,7.9,0
OBS-01548,Escherichia coli,Ciprofloxacin,Eastside Medical Center,Metro North,2026-02,249,100,40.2,38.9,1.3,38.8,2.9,-0.08,8,2103,0.2,0
OBS-01549,Enterococcus faecium,Vancomycin,St. Jude General Hospital,West District,2025-12,155,32,20.7,22.7,-2.0,20.6,3.7,-0.25,1,249,-9.3,0
OBS-01550,Acinetobacter baumannii,Gentamicin,Metro West Community Clinic,East District,2026-02,531,276,51.9,45.6,6.2,46.2,4.0,2.29,1,613,26.9,1
OBS-01551,Escherichia coli,Ampicillin,Valley Health District,West District,2025-10,549,161,29.3,22.2,7.1,23.0,4.7,2.55,1,820,-10.7,0
OBS-01552,Escherichia coli,Ceftriaxone,St. Jude General Hospital,Metro Central,2026-02,530,207,39.1,36.9,2.2,37.9,3.3,1.07,5,2803,-0.9,1
OBS-01553,Pseudomonas aeruginosa,Vancomycin,University Hospital Center,Metro North,2026-09,41,15,37.1,22.3,14.8,24.8,8.3,5.06,8,710,7.1,1
OBS-01554,Acinetobacter baumannii,Gentamicin,North Suburbs Health Zone,Metro North,2026-09,333,212,63.7,40.1,23.6,47.8,10.2,7.62,1,569,38.7,1
OBS-01555,Acinetobacter baumannii,Meropenem,Eastside Medical Center,East District,2026-09,368,150,40.9,29.2,11.7,32.3,7.1,4.05,3,1481,15.9,1
OBS-01556,Staphylococcus aureus,Colistin,North Suburbs Health Zone,East District,2026-02,546,242,44.4,46.4,-2.0,46.8,1.6,-0.34,3,2033,4.4,0
OBS-01557,Staphylococcus aureus,Ciprofloxacin,Metro West Community Clinic,East District,2025-12,407,85,20.9,17.3,3.6,17.7,2.9,0.45,6,2822,-19.1,0
OBS-01558,Enterococcus faecium,Meropenem,St. Jude General Hospital,East District,2026-06,389,149,38.3,34.4,3.9,35.4,4.6,1.19,3,1493,8.3,0
OBS-01559,Acinetobacter baumannii,Meropenem,University Hospital Center,West District,2025-11,154,36,23.4,20.9,2.4,21.5,4.3,1.11,7,1384,-1.6,0
OBS-01560,Acinetobacter baumannii,Ciprofloxacin,Eastside Medical Center,Metro North,2026-09,382,176,46.2,28.9,17.3,31.0,6.9,4.55,4,1828,21.2,1
OBS-01561,Acinetobacter baumannii,Ampicillin,Metro West Community Clinic,West District,2026-01,457,139,30.5,26.7,3.8,24.7,2.6,1.48,6,2846,5.5,1
OBS-01562,Klebsiella pneumoniae,Vancomycin,Valley Health District,Metro North,2026-09,556,124,22.2,23.8,-1.5,21.3,2.7,-0.44,1,661,-12.8,0
OBS-01563,Enterococcus faecium,Colistin,University Hospital Center,West District,2026-02,594,304,51.2,28.7,22.6,31.8,9.0,7.22,4,2752,21.2,0
OBS-01564,Escherichia coli,Colistin,St. Jude General Hospital,Metro North,2025-12,108,29,26.4,31.5,-5.1,31.5,4.0,-1.38,2,395,-13.6,0
OBS-01565,Pseudomonas aeruginosa,Gentamicin,North Suburbs Health Zone,Metro Central,2026-09,391,130,33.2,25.3,7.9,28.8,4.6,2.94,5,2203,3.2,1
OBS-01566,Acinetobacter baumannii,Ceftriaxone,North Suburbs Health Zone,Metro Central,2026-08,72,27,37.7,33.2,4.5,33.7,4.6,1.74,8,881,12.7,0
OBS-01567,Enterococcus faecium,Ampicillin,North Suburbs Health Zone,Metro Central,2026-04,542,77,14.3,17.6,-3.4,15.4,2.8,-1.5,6,3315,-15.7,0
OBS-01568,Escherichia coli,Ampicillin,Eastside Medical Center,Metro Central,2025-11,136,49,36.1,38.1,-2.0,35.7,2.8,-1.05,4,826,-3.9,0
OBS-01569,Acinetobacter baumannii,Ampicillin,St. Jude General Hospital,East District,2026-02,261,126,48.1,49.8,-1.7,46.6,3.1,-0.7,8,2452,23.1,1
OBS-01570,Klebsiella pneumoniae,Ceftriaxone,Valley Health District,Metro Central,2026-06,110,64,58.4,34.3,24.0,38.1,11.6,7.44,8,1187,23.4,1
OBS-01571,Acinetobacter baumannii,Gentamicin,Valley Health District,Metro Central,2026-02,569,269,47.2,25.6,21.6,31.9,8.4,7.16,2,1439,22.2,1
OBS-01572,Escherichia coli,Colistin,Metro West Community Clinic,East District,2026-04,198,137,69.2,45.8,23.4,50.6,10.0,8.16,2,485,29.2,0
OBS-01573,Enterococcus faecium,Vancomycin,Valley Health District,Metro North,2026-04,349,137,39.3,40.3,-1.0,39.8,3.6,-0.22,1,492,9.3,0
OBS-01574,Acinetobacter baumannii,Vancomycin,North Suburbs Health Zone,Metro North,2026-09,158,33,20.9,34.4,-13.5,32.6,5.8,-4.17,8,1365,-4.1,0
OBS-01575,Acinetobacter baumannii,Ceftriaxone,St. Jude General Hospital,West District,2026-05,480,111,23.2,22.9,0.3,19.5,1.0,-0.32,6,2940,-1.8,0
OBS-01576,Pseudomonas aeruginosa,Gentamicin,Metro West Community Clinic,Metro Central,2026-04,74,14,19.4,21.0,-1.6,23.9,2.7,-0.31,8,784,-10.6,0
OBS-01577,Escherichia coli,Ciprofloxacin,St. Jude General Hospital,East District,2026-08,526,167,31.8,31.3,0.5,29.2,3.0,0.47,6,3411,-8.2,0
OBS-01578,Klebsiella pneumoniae,Ciprofloxacin,St. Jude General Hospital,Metro North,2025-11,241,89,36.9,39.0,-2.1,35.2,1.8,-1.31,3,1001,1.9,0
OBS-01579,Acinetobacter baumannii,Colistin,North Suburbs Health Zone,Metro Central,2026-08,463,216,46.6,45.9,0.8,44.2,2.5,0.35,3,1498,21.6,0
OBS-01580,Klebsiella pneumoniae,Colistin,University Hospital Center,West District,2025-10,101,30,29.4,33.4,-3.9,33.3,3.4,-1.2,6,917,-5.6,0
OBS-01581,Enterococcus faecium,Colistin,Metro West Community Clinic,Metro Central,2026-02,367,124,33.8,39.3,-5.5,36.8,4.4,-1.76,3,1275,3.8,0
OBS-01582,Klebsiella pneumoniae,Gentamicin,North Suburbs Health Zone,West District,2026-05,141,60,42.5,42.5,-0.1,41.3,3.2,-0.11,4,702,7.5,0
OBS-01583,Acinetobacter baumannii,Vancomycin,St. Jude General Hospital,Metro North,2026-08,562,242,43.1,43.9,-0.7,45.5,2.2,0.27,3,1810,18.1,0
OBS-01584,Acinetobacter baumannii,Ciprofloxacin,Metro West Community Clinic,Metro North,2026-01,410,183,44.7,44.2,0.5,43.6,1.5,-0.35,7,3035,19.7,0
OBS-01585,Staphylococcus aureus,Ciprofloxacin,Eastside Medical Center,West District,2025-10,422,31,7.4,14.4,-7.0,12.4,3.5,-2.09,4,1938,-32.6,0
OBS-01586,Klebsiella pneumoniae,Gentamicin,University Hospital Center,West District,2026-07,201,82,40.6,37.6,3.0,40.2,3.6,1.77,7,1580,5.6,1
OBS-01587,Escherichia coli,Ampicillin,Metro West Community Clinic,Metro Central,2026-04,126,46,36.7,32.4,4.3,33.7,2.5,1.57,2,376,-3.3,1
OBS-01588,Pseudomonas aeruginosa,Ampicillin,Eastside Medical Center,West District,2026-08,350,123,35.2,40.3,-5.1,37.6,4.3,-1.7,6,2424,5.2,0
OBS-01589,Staphylococcus aureus,Ceftriaxone,North Suburbs Health Zone,West District,2026-09,520,340,65.4,41.9,23.5,45.3,9.2,7.75,3,1782,25.4,1
OBS-01590,Acinetobacter baumannii,Ceftriaxone,Valley Health District,Metro Central,2026-02,317,111,35.0,36.6,-1.6,38.1,3.4,-0.91,5,1782,10.0,0
OBS-01591,Pseudomonas aeruginosa,Meropenem,Metro West Community Clinic,Metro North,2026-03,236,52,22.1,27.9,-5.8,26.2,3.8,-2.42,5,1401,-7.9,0
OBS-01592,Pseudomonas aeruginosa,Ceftriaxone,North Suburbs Health Zone,Metro North,2026-07,342,105,30.8,25.4,5.3,27.0,3.7,1.53,3,1173,0.8,1
OBS-01593,Acinetobacter baumannii,Ceftriaxone,Eastside Medical Center,Metro North,2026-05,160,42,26.0,30.7,-4.7,26.5,3.1,-1.58,3,679,1.0,0
OBS-01594,Enterococcus faecium,Vancomycin,Eastside Medical Center,Metro North,2026-08,423,97,23.0,22.9,0.0,22.0,0.9,0.2,8,3559,-7.0,0
OBS-01595,Acinetobacter baumannii,Ampicillin,Metro West Community Clinic,East District,2025-12,113,83,73.3,49.9,23.4,55.6,10.3,8.07,5,744,48.3,1
OBS-01596,Staphylococcus aureus,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-02,505,84,16.7,20.1,-3.4,20.7,4.4,-0.96,8,4371,-23.3,0
OBS-01597,Acinetobacter baumannii,Ampicillin,University Hospital Center,East District,2025-10,541,385,71.2,46.1,25.1,49.8,10.8,8.61,7,4141,46.2,1
OBS-01598,Klebsiella pneumoniae,Meropenem,St. Jude General Hospital,East District,2025-10,111,65,58.6,36.3,22.4,39.7,9.7,7.85,1,303,23.6,1
OBS-01599,Escherichia coli,Gentamicin,Valley Health District,West District,2026-01,101,43,42.7,18.5,24.2,23.1,9.7,7.86,1,156,2.7,1
OBS-01600,Pseudomonas aeruginosa,Ampicillin,University Hospital Center,Metro North,2026-01,402,166,41.2,19.9,21.3,24.6,9.0,7.08,5,2181,11.2,1
OBS-01601,Klebsiella pneumoniae,Meropenem,North Suburbs Health Zone,Metro North,2026-06,204,71,34.7,34.6,0.1,34.0,2.2,-0.29,1,300,-0.3,0
OBS-01602,Pseudomonas aeruginosa,Vancomycin,North Suburbs Health Zone,Metro Central,2025-11,456,125,27.3,21.9,5.5,21.3,4.8,2.81,4,1987,-2.7,0
OBS-01603,Klebsiella pneumoniae,Meropenem,Eastside Medical Center,Metro Central,2025-10,355,157,44.3,46.3,-2.1,44.6,2.0,-1.02,4,1692,9.3,0
OBS-01604,Staphylococcus aureus,Ampicillin,University Hospital Center,Metro North,2025-11,458,142,30.9,21.2,9.7,24.4,6.7,3.45,2,1193,-9.1,0
OBS-01605,Staphylococcus aureus,Vancomycin,Metro West Community Clinic,West District,2025-10,250,43,17.3,16.3,1.1,18.4,1.9,0.8,5,1644,-22.7,0
OBS-01606,Acinetobacter baumannii,Colistin,Eastside Medical Center,Metro Central,2026-05,492,163,33.0,29.5,3.6,31.2,3.3,0.85,7,3804,8.0,0
OBS-01607,Escherichia coli,Ceftriaxone,Valley Health District,West District,2025-12,252,109,43.4,44.4,-1.0,42.5,2.7,-1.16,7,1925,3.4,0
OBS-01608,Klebsiella pneumoniae,Gentamicin,Eastside Medical Center,Metro North,2026-04,64,24,37.5,38.9,-1.3,38.6,2.1,-0.35,8,850,2.5,0
OBS-01609,Staphylococcus aureus,Gentamicin,St. Jude General Hospital,West District,2026-07,408,261,63.9,45.6,18.3,47.7,8.2,5.68,6,2693,23.9,1
OBS-01610,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,East District,2026-03,315,5,1.4,5.4,-3.9,4.2,3.7,-0.84,4,1497,-38.6,0
OBS-01611,Klebsiella pneumoniae,Meropenem,University Hospital Center,Metro North,2025-10,413,177,42.9,45.6,-2.7,47.1,3.9,-0.84,7,2965,7.9,0
OBS-01612,Klebsiella pneumoniae,Ciprofloxacin,Metro West Community Clinic,Metro Central,2026-02,577,242,42.0,45.0,-3.0,43.5,2.3,-0.55,2,1334,7.0,0
OBS-01613,Staphylococcus aureus,Colistin,University Hospital Center,Metro North,2026-04,210,98,46.9,30.0,16.9,33.3,8.2,5.77,5,1366,6.9,1
OBS-01614,Acinetobacter baumannii,Gentamicin,Valley Health District,Metro North,2026-02,473,153,32.4,35.1,-2.7,33.4,3.0,-1.5,8,3919,7.4,0
OBS-01615,Klebsiella pneumoniae,Ceftriaxone,Valley Health District,Metro Central,2025-11,315,112,35.4,37.9,-2.5,36.6,3.6,-0.92,2,771,0.4,0
OBS-01616,Acinetobacter baumannii,Vancomycin,Eastside Medical Center,Metro North,2025-12,291,166,57.1,53.4,3.7,55.5,2.5,1.01,3,927,32.1,0
OBS-01617,Pseudomonas aeruginosa,Ceftriaxone,St. Jude General Hospital,Metro Central,2026-04,211,43,20.3,20.8,-0.5,23.2,3.1,0.08,3,707,-9.7,0
OBS-01618,Klebsiella pneumoniae,Vancomycin,Metro West Community Clinic,East District,2026-07,513,289,56.4,52.6,3.8,51.2,2.2,0.81,5,2740,21.4,0
OBS-01619,Enterococcus faecium,Meropenem,University Hospital Center,Metro Central,2025-11,179,64,35.8,32.1,3.7,33.8,2.9,0.93,7,1303,5.8,0
OBS-01620,Staphylococcus aureus,Gentamicin,North Suburbs Health Zone,West District,2026-06,572,184,32.1,26.4,5.7,27.5,3.4,1.54,8,4807,-7.9,0
OBS-01621,Enterococcus faecium,Ampicillin,Eastside Medical Center,West District,2025-12,169,36,21.3,18.5,2.8,19.3,2.2,0.83,8,1420,-8.7,0
OBS-01622,Pseudomonas aeruginosa,Vancomycin,Eastside Medical Center,Metro Central,2026-07,431,140,32.4,27.7,4.7,29.6,5.1,1.79,7,3259,2.4,0
OBS-01623,Staphylococcus aureus,Meropenem,St. Jude General Hospital,Metro North,2026-04,500,94,18.7,22.1,-3.4,20.6,3.1,-1.2,3,1852,-21.3,0
OBS-01624,Enterococcus faecium,Vancomycin,Eastside Medical Center,West District,2026-01,56,21,37.3,36.5,0.8,36.7,2.2,-0.35,3,334,7.3,0
OBS-01625,Staphylococcus aureus,Ampicillin,Valley Health District,West District,2026-03,514,265,51.6,45.9,5.7,45.7,5.3,2.52,4,2172,11.6,1
OBS-01626,Klebsiella pneumoniae,Gentamicin,St. Jude General Hospital,East District,2026-03,398,156,39.2,40.4,-1.2,40.2,1.9,-0.54,1,686,4.2,0
OBS-01627,Staphylococcus aureus,Ciprofloxacin,Metro West Community Clinic,East District,2026-03,81,37,45.9,30.1,15.7,37.4,8.8,5.44,8,943,5.9,1
OBS-01628,Acinetobacter baumannii,Meropenem,St. Jude General Hospital,Metro Central,2025-12,101,34,33.9,27.4,6.5,28.2,4.9,2.05,5,567,8.9,1
OBS-01629,Pseudomonas aeruginosa,Ciprofloxacin,North Suburbs Health Zone,West District,2026-03,395,148,37.6,36.4,1.2,37.7,3.9,0.96,8,3528,7.6,0
